labels,ext_heter_graph,ext_matchsumm,abs_bart,ext_refresh,abs_two_stage_rl,abs_neusumm,abs_bottom_up,abs_semsim,abs_unilm,ext_bart,ext_banditsumm
inference,0.4,0.5,0.7,0.9,0.6,0.6,0.2,0.6,0.8,0.7,0.0
paraphrase,0.4166666666666667,0.5833333333333334,0.75,0.75,0.75,0.5833333333333334,0.4166666666666667,0.75,0.6666666666666666,0.75,0.4166666666666667
entity,0.4545454545454545,0.4545454545454545,0.6363636363636364,0.6363636363636364,0.09090909090909091,0.5454545454545454,0.5454545454545454,0.7272727272727273,0.2727272727272727,0.6363636363636364,0.36363636363636365
paraphrase,0.5,0.42857142857142855,0.5,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.7857142857142857,0.21428571428571427,0.5,0.35714285714285715
evidence,0.38461538461538464,0.6153846153846154,0.6153846153846154,0.38461538461538464,0.6153846153846154,0.6923076923076923,0.7692307692307693,0.6153846153846154,0.5384615384615384,0.6153846153846154,0.38461538461538464
paraphrase,0.4545454545454545,0.5454545454545454,0.6363636363636364,0.4545454545454545,0.36363636363636365,0.5454545454545454,0.36363636363636365,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.6363636363636364
extractive,0.5555555555555556,0.4444444444444445,1.0,0.5555555555555556,0.4444444444444445,0.3333333333333333,0.4444444444444445,1.0,0.5555555555555556,1.0,0.5555555555555556
paraphrase,0.5,0.1,0.5,0.5,0.7,0.5,0.3,0.8,0.6,0.5,0.5
paraphrase,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.5555555555555556,0.4444444444444445,0.4444444444444445,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.5555555555555556
paraphrase,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714
inference,0.4444444444444445,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.11111111111111112,0.5555555555555556,0.3333333333333333,0.4444444444444445,0.3333333333333333,0.5555555555555556,0.4444444444444445
paraphrase,0.5,0.5,0.6,0.5,0.4,0.5,0.5,0.5,0.8,0.6,0.5
inference,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.888888888888889,0.3333333333333333,0.4444444444444445,0.3333333333333333,0.4444444444444445,0.4444444444444445,0.5555555555555556,0.5555555555555556
extractive,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.5555555555555556,0.22222222222222224,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556
paraphrase,0.3076923076923077,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.38461538461538464,0.38461538461538464
extractive,0.6666666666666666,0.22222222222222224,0.6666666666666666,0.5555555555555556,0.888888888888889,0.888888888888889,0.3333333333333333,0.6666666666666666,0.888888888888889,0.6666666666666666,0.6666666666666666
inference,0.5833333333333334,0.3333333333333333,0.25,0.5833333333333334,0.3333333333333333,0.25,0.0,0.25,0.0,0.25,0.16666666666666666
inference,0.4545454545454545,0.2727272727272727,0.4545454545454545,0.4545454545454545,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.4545454545454545,0.2727272727272727
paraphrase,0.35714285714285715,0.7857142857142857,0.7142857142857143,0.5714285714285714,0.6428571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.8571428571428571
paraphrase,1.0,1.0,0.6363636363636364,0.4545454545454545,0.909090909090909,1.0,0.7272727272727273,1.0,0.4545454545454545,0.6363636363636364,1.0
paraphrase,0.4444444444444445,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.11111111111111112,0.3333333333333333,0.11111111111111112,0.3333333333333333,0.22222222222222224,0.5555555555555556,0.22222222222222224
inference,0.46153846153846156,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.46153846153846156,0.38461538461538464,0.38461538461538464,0.7692307692307693,0.5384615384615384,0.38461538461538464,0.3076923076923077
inference,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.75,0.3333333333333333,0.4166666666666667,0.75
evidence,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.23076923076923078,0.38461538461538464,0.5384615384615384,0.5384615384615384,0.3076923076923077
paraphrase,0.2,0.5,0.6,0.5,0.2,0.1,0.3,0.1,0.3,0.6,0.0
paraphrase,0.5,0.7,0.1,0.5,0.0,0.6,0.0,0.1,0.3,0.1,0.4
inference,0.14285714285714285,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.35714285714285715,0.2857142857142857
paraphrase,0.5555555555555556,0.3333333333333333,0.11111111111111112,0.5555555555555556,0.0,0.3333333333333333,0.0,0.5555555555555556,0.22222222222222224,0.11111111111111112,0.4444444444444445
paraphrase,0.42857142857142855,0.35714285714285715,0.5,0.35714285714285715,0.35714285714285715,0.5714285714285714,0.21428571428571427,0.5,0.35714285714285715,0.5,0.5714285714285714
paraphrase,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285
paraphrase,0.38461538461538464,0.6153846153846154,0.38461538461538464,0.6153846153846154,0.6923076923076923,0.7692307692307693,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.38461538461538464,0.6923076923076923
entity,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.11111111111111112,0.11111111111111112,0.4444444444444445,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.22222222222222224
paraphrase,0.5454545454545454,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.36363636363636365,0.4545454545454545,0.5454545454545454,0.7272727272727273,0.5454545454545454,0.4545454545454545,0.8181818181818181
evidence,0.5,0.3333333333333333,0.5,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.25,0.5,0.5833333333333334
paraphrase,0.3,0.5,0.7,0.5,0.1,0.5,0.1,0.5,0.4,0.7,0.3
paraphrase,0.3333333333333333,0.5833333333333334,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.25,0.08333333333333333,0.75,0.8333333333333334,0.4166666666666667,0.0
inference,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444445,0.4444444444444445,0.3333333333333333,0.4444444444444445,0.4444444444444445,0.5555555555555556,0.6666666666666666
extractive,0.5,0.5,0.7,0.5,0.9,1.0,0.3,0.6,0.7,0.7,0.5
paraphrase,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.6,0.7,0.5,0.5
inference,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.06666666666666667
paraphrase,1.0,1.0,0.38461538461538464,0.38461538461538464,0.8461538461538461,1.0,0.9230769230769231,0.5384615384615384,0.9230769230769231,0.38461538461538464,0.38461538461538464
extractive,0.5833333333333334,0.4166666666666667,0.8333333333333334,0.4166666666666667,0.5,0.6666666666666666,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.8333333333333334,0.6666666666666666
evidence,0.5384615384615384,0.38461538461538464,0.38461538461538464,0.6923076923076923,0.38461538461538464,0.6923076923076923,0.07692307692307693,0.7692307692307693,0.7692307692307693,0.38461538461538464,0.5384615384615384
extractive,0.4545454545454545,0.5454545454545454,0.8181818181818181,0.4545454545454545,0.5454545454545454,0.7272727272727273,0.5454545454545454,0.5454545454545454,0.4545454545454545,0.8181818181818181,0.4545454545454545
extractive,0.6,0.7,0.6,0.9,0.6,0.5,0.5,0.6,0.5,0.6,0.5
paraphrase,0.1,0.8,0.5,0.5,0.3,0.0,0.1,0.4,0.1,0.5,0.7
paraphrase,0.5555555555555556,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.0,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.888888888888889,0.5555555555555556,0.6666666666666666
paraphrase,0.4444444444444445,0.7777777777777778,0.4444444444444445,0.5555555555555556,0.5555555555555556,0.4444444444444445,0.6666666666666666,0.5555555555555556,0.4444444444444445,0.4444444444444445,0.4444444444444445
inference,0.5,0.6666666666666666,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.6666666666666666,0.8333333333333334,0.4166666666666667,0.5833333333333334
paraphrase,0.5,0.3,0.5,0.5,0.2,0.3,0.1,0.5,0.3,0.5,0.2
paraphrase,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.46153846153846156,0.3076923076923077,0.7692307692307693,0.7692307692307693,0.38461538461538464,0.38461538461538464,0.38461538461538464
entity,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857
paraphrase,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.7142857142857143
evidence,0.22222222222222224,0.22222222222222224,0.3333333333333333,0.7777777777777778,0.22222222222222224,0.4444444444444445,0.11111111111111112,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.11111111111111112
paraphrase,0.38461538461538464,0.7692307692307693,0.7692307692307693,0.38461538461538464,0.5384615384615384,0.9230769230769231,0.15384615384615385,0.7692307692307693,0.23076923076923078,0.7692307692307693,0.38461538461538464
paraphrase,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.0,0.6428571428571429,0.42857142857142855,0.35714285714285715,0.42857142857142855
extractive,0.38461538461538464,0.6153846153846154,0.38461538461538464,0.38461538461538464,0.46153846153846156,0.5384615384615384,0.5384615384615384,0.8461538461538461,0.5384615384615384,0.38461538461538464,0.38461538461538464
extractive,0.5833333333333334,0.4166666666666667,0.75,0.4166666666666667,0.5833333333333334,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.8333333333333334,0.75,0.8333333333333334
paraphrase,0.0,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.0,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.42857142857142855
evidence,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.7142857142857143
extractive,0.9230769230769231,0.7692307692307693,0.7692307692307693,0.38461538461538464,0.9230769230769231,0.9230769230769231,0.23076923076923078,0.7692307692307693,0.5384615384615384,0.7692307692307693,0.9230769230769231
evidence,0.25,0.1875,0.3125,0.3125,0.0625,0.1875,0.0,0.1875,0.0625,0.3125,0.0625
paraphrase,0.1,0.5,0.5,0.5,0.1,0.3,0.0,0.4,0.5,0.5,0.3
extractive,0.3333333333333333,0.7333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.7333333333333333,0.8,0.6666666666666666,0.3333333333333333,0.6
paraphrase,0.22222222222222224,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.22222222222222224,0.4444444444444445,0.0,0.888888888888889,0.4444444444444445,0.4444444444444445,0.22222222222222224
paraphrase,0.2727272727272727,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.09090909090909091,0.4545454545454545,0.4545454545454545,0.4545454545454545,0.2727272727272727,0.4545454545454545,0.4545454545454545
paraphrase,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.3333333333333333,0.8333333333333334,0.8333333333333334
paraphrase,0.8,0.5,1.0,0.5,0.5,0.6,0.0,0.3,0.9,1.0,0.5
extractive,0.875,0.875,0.625,0.625,0.75,0.875,0.5,0.625,0.75,0.625,0.875
extractive,0.625,0.5,0.25,0.625,0.5,0.625,0.375,0.625,0.25,0.25,0.625
extractive,0.5,0.35714285714285715,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.21428571428571427,0.42857142857142855,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.21428571428571427
inference,0.22222222222222224,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.11111111111111112,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
extractive,0.6,0.0,0.8,1.0,0.6,0.6,0.0,0.8,0.0,0.8,0.6
extractive,0.875,0.5,0.5,0.625,0.625,0.625,0.25,0.875,0.875,0.5,0.625
extractive,0.7272727272727273,0.7272727272727273,0.4545454545454545,0.4545454545454545,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.6363636363636364,0.4545454545454545,0.4545454545454545,0.36363636363636365
paraphrase,0.6666666666666666,0.4166666666666667,0.6666666666666666,0.4166666666666667,0.5,0.6666666666666666,0.4166666666666667,1.0,0.4166666666666667,0.6666666666666666,0.5
paraphrase,0.6,0.6,0.7,0.5,0.3,0.3,0.2,0.5,0.3,0.7,0.5
inference,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.35714285714285715,0.6428571428571429,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.8571428571428571,0.5714285714285714
evidence,0.36363636363636365,0.5454545454545454,0.4545454545454545,0.4545454545454545,0.36363636363636365,0.36363636363636365,0.09090909090909091,0.4545454545454545,0.36363636363636365,0.4545454545454545,0.4545454545454545
paraphrase,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2,0.6,1.0,0.0
paraphrase,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444445,0.5555555555555556,0.5555555555555556,0.888888888888889,0.7777777777777778,0.5555555555555556,0.7777777777777778
extractive,0.6666666666666666,0.7777777777777778,0.4444444444444445,0.6666666666666666,0.5555555555555556,0.11111111111111112,0.6666666666666666,0.4444444444444445,0.5555555555555556,0.4444444444444445,0.6666666666666666
inference,,,,,,,,,,,
evidence,,,,,,,,,,,
extractive,,,,,,,,,,,
extractive,,,,,,,,,,,
paraphrase,,,,,,,,,,,
inference,,,,,,,,,,,
evidence,,,,,,,,,,,
paraphrase,,,,,,,,,,,
entity,,,,,,,,,,,
extractive,,,,,,,,,,,
entity,,,,,,,,,,,
extractive,,,,,,,,,,,
paraphrase,,,,,,,,,,,
inference,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
evidence,,,,,,,,,,,
inference,,,,,,,,,,,
paraphrase,,,,,,,,,,,
entity,,,,,,,,,,,
evidence,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
extractive,,,,,,,,,,,
inference,,,,,,,,,,,
inference,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
inference,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
inference,,,,,,,,,,,
paraphrase,,,,,,,,,,,
entity,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
entity,,,,,,,,,,,
extractive,,,,,,,,,,,
extractive,,,,,,,,,,,
inference,,,,,,,,,,,
evidence,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
extractive,,,,,,,,,,,
extractive,,,,,,,,,,,
paraphrase,,,,,,,,,,,
inference,,,,,,,,,,,
evidence,,,,,,,,,,,
paraphrase,,,,,,,,,,,
evidence,,,,,,,,,,,
evidence,,,,,,,,,,,
extractive,,,,,,,,,,,
paraphrase,,,,,,,,,,,
evidence,,,,,,,,,,,
paraphrase,,,,,,,,,,,
extractive,,,,,,,,,,,
evidence,,,,,,,,,,,
extractive,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
extractive,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
inference,,,,,,,,,,,
inference,,,,,,,,,,,
evidence,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
evidence,,,,,,,,,,,
paraphrase,,,,,,,,,,,
evidence,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
paraphrase,,,,,,,,,,,
inference,,,,,,,,,,,
paraphrase,,,,,,,,,,,
extractive,,,,,,,,,,,
paraphrase,,,,,,,,,,,
extractive,,,,,,,,,,,
paraphrase,,,,,,,,,,,
inference,,,,,,,,,,,
extractive,,,,,,,,,,,
inference,,,,,,,,,,,
inference,,,,,,,,,,,
paraphrase,,,,,,,,,,,
extractive,,,,,,,,,,,
inference,,,,,,,,,,,
entity,,,,,,,,,,,
paraphrase,,,,,,,,,,,
inference,,,,,,,,,,,
paraphrase,,,,,,,,,,,
extractive,,,,,,,,,,,
inference,,,,,,,,,,,
entity,,,,,,,,,,,
inference,,,,,,,,,,,
